468,1157,0.50
406,1157,0.50
3734,1157,0.50
1175,1157,0.50
267,1157,0.50
40,1157,0.50
126,1157,0.50
1234,1157,0.50
1011,1157,0.50
3551,1157,0.50
1471,1157,0.50
908,1157,0.50
475,1157,0.50
510,1157,0.50
939,1157,0.50
610,1157,0.50
777,1157,0.50
961,1157,0.50
751,1157,0.50
3505,1157,0.50
660,1157,0.50
942,1157,0.50
3567,1157,0.50
738,1157,0.50
1031,1157,0.50
1103,1157,0.50
78,1157,0.50
974,1157,0.50
910,1157,0.50
683,1157,0.50
621,1157,0.50
452,1157,0.50
933,1157,0.50
0,1157,0.50
358,1157,0.50
653,1157,0.50
791,1157,0.50
1172,1157,0.50
989,1157,0.50
983,1157,0.50
342,1157,0.50
3756,1157,0.50
262,1157,0.50
1148,1157,0.50
546,1157,0.50
3550,1157,0.50
512,1157,0.50
1067,1157,0.50
706,1157,0.50
919,1157,0.50
468,887,0.50
406,887,0.50
3734,887,0.50
1175,887,0.50
267,887,0.50
40,887,0.50
126,887,0.50
1234,887,0.50
1011,887,0.50
3551,887,0.50
1471,887,0.50
908,887,0.50
475,887,0.50
510,887,0.50
939,887,0.50
610,887,0.50
777,887,0.50
961,887,0.50
751,887,0.50
3505,887,0.50
660,887,0.50
942,887,0.50
3567,887,0.50
738,887,0.50
1031,887,0.50
1103,887,0.50
78,887,0.50
974,887,0.50
910,887,0.50
683,887,0.50
621,887,0.50
452,887,0.50
933,887,0.50
0,887,0.50
358,887,0.50
653,887,0.50
791,887,0.50
1172,887,0.50
989,887,0.50
983,887,0.50
342,887,0.50
3756,887,0.50
262,887,0.50
1148,887,0.50
546,887,0.50
3550,887,0.50
512,887,0.50
1067,887,0.50
706,887,0.50
919,887,0.50
468,3134,0.50
406,3134,0.50
3734,3134,0.50
1175,3134,0.50
267,3134,0.50
40,3134,0.50
126,3134,0.50
1234,3134,0.50
1011,3134,0.50
3551,3134,0.50
1471,3134,0.50
908,3134,0.50
475,3134,0.50
510,3134,0.50
939,3134,0.50
610,3134,0.50
777,3134,0.50
961,3134,0.50
751,3134,0.50
3505,3134,0.50
660,3134,0.50
942,3134,0.50
3567,3134,0.50
738,3134,0.50
1031,3134,0.50
1103,3134,0.50
78,3134,0.50
974,3134,0.50
910,3134,0.50
683,3134,0.50
621,3134,0.50
452,3134,0.50
933,3134,0.50
0,3134,0.50
358,3134,0.50
653,3134,0.50
791,3134,0.50
1172,3134,0.50
989,3134,0.50
983,3134,0.50
342,3134,0.50
3756,3134,0.50
262,3134,0.50
1148,3134,0.50
546,3134,0.50
3550,3134,0.50
512,3134,0.50
1067,3134,0.50
706,3134,0.50
919,3134,0.50
468,1579,0.50
406,1579,0.50
3734,1579,0.50
1175,1579,0.50
267,1579,0.50
40,1579,0.50
126,1579,0.50
1234,1579,0.50
1011,1579,0.50
3551,1579,0.50
1471,1579,0.50
908,1579,0.50
475,1579,0.50
510,1579,0.50
939,1579,0.50
610,1579,0.50
777,1579,0.50
961,1579,0.50
751,1579,0.50
3505,1579,0.50
660,1579,0.50
942,1579,0.50
3567,1579,0.50
738,1579,0.50
1031,1579,0.50
1103,1579,0.50
78,1579,0.50
974,1579,0.50
910,1579,0.50
683,1579,0.50
621,1579,0.50
452,1579,0.50
933,1579,0.50
0,1579,0.50
358,1579,0.50
653,1579,0.50
791,1579,0.50
1172,1579,0.50
989,1579,0.50
983,1579,0.50
342,1579,0.50
3756,1579,0.50
262,1579,0.50
1148,1579,0.50
546,1579,0.50
3550,1579,0.50
512,1579,0.50
1067,1579,0.50
706,1579,0.50
919,1579,0.50
468,560,0.50
406,560,0.50
3734,560,0.50
1175,560,0.50
267,560,0.50
40,560,0.50
126,560,0.50
1234,560,0.50
1011,560,0.50
3551,560,0.50
1471,560,0.50
908,560,0.50
475,560,0.50
510,560,0.50
939,560,0.50
610,560,0.50
777,560,0.50
961,560,0.50
751,560,0.50
3505,560,0.50
660,560,0.50
942,560,0.50
3567,560,0.50
738,560,0.50
1031,560,0.50
1103,560,0.50
78,560,0.50
974,560,0.50
910,560,0.50
683,560,0.50
621,560,0.50
452,560,0.50
933,560,0.50
0,560,0.50
358,560,0.50
653,560,0.50
791,560,0.50
1172,560,0.50
989,560,0.50
983,560,0.50
342,560,0.50
3756,560,0.50
262,560,0.50
1148,560,0.50
546,560,0.50
3550,560,0.50
512,560,0.50
1067,560,0.50
706,560,0.50
919,560,0.50
468,1287,0.50
406,1287,0.50
3734,1287,0.50
1175,1287,0.50
267,1287,0.50
40,1287,0.50
126,1287,0.50
1234,1287,0.50
1011,1287,0.50
3551,1287,0.50
1471,1287,0.50
908,1287,0.50
475,1287,0.50
510,1287,0.50
939,1287,0.50
610,1287,0.50
777,1287,0.50
961,1287,0.50
751,1287,0.50
3505,1287,0.50
660,1287,0.50
942,1287,0.50
3567,1287,0.50
738,1287,0.50
1031,1287,0.50
1103,1287,0.50
78,1287,0.50
974,1287,0.50
910,1287,0.50
683,1287,0.50
621,1287,0.50
452,1287,0.50
933,1287,0.50
0,1287,0.50
358,1287,0.50
653,1287,0.50
791,1287,0.50
1172,1287,0.50
989,1287,0.50
983,1287,0.50
342,1287,0.50
3756,1287,0.50
262,1287,0.50
1148,1287,0.50
546,1287,0.50
3550,1287,0.50
512,1287,0.50
1067,1287,0.50
706,1287,0.50
919,1287,0.50
468,3595,0.50
406,3595,0.50
3734,3595,0.50
1175,3595,0.50
267,3595,0.50
40,3595,0.50
126,3595,0.50
1234,3595,0.50
1011,3595,0.50
3551,3595,0.50
1471,3595,0.50
908,3595,0.50
475,3595,0.50
510,3595,0.50
939,3595,0.50
610,3595,0.50
777,3595,0.50
961,3595,0.50
751,3595,0.50
3505,3595,0.50
660,3595,0.50
942,3595,0.50
3567,3595,0.50
738,3595,0.50
1031,3595,0.50
1103,3595,0.50
78,3595,0.50
974,3595,0.50
910,3595,0.50
683,3595,0.50
621,3595,0.50
452,3595,0.50
933,3595,0.50
0,3595,0.50
358,3595,0.50
653,3595,0.50
791,3595,0.50
1172,3595,0.50
989,3595,0.50
983,3595,0.50
342,3595,0.50
3756,3595,0.50
262,3595,0.50
1148,3595,0.50
546,3595,0.50
3550,3595,0.50
512,3595,0.50
1067,3595,0.50
706,3595,0.50
919,3595,0.50
468,380,0.50
406,380,0.50
3734,380,0.50
1175,380,0.50
267,380,0.50
40,380,0.50
126,380,0.50
1234,380,0.50
1011,380,0.50
3551,380,0.50
1471,380,0.50
908,380,0.50
475,380,0.50
510,380,0.50
939,380,0.50
610,380,0.50
777,380,0.50
961,380,0.50
751,380,0.50
3505,380,0.50
660,380,0.50
942,380,0.50
3567,380,0.50
738,380,0.50
1031,380,0.50
1103,380,0.50
78,380,0.50
974,380,0.50
910,380,0.50
683,380,0.50
621,380,0.50
452,380,0.50
933,380,0.50
0,380,0.50
358,380,0.50
653,380,0.50
791,380,0.50
1172,380,0.50
989,380,0.50
983,380,0.50
342,380,0.50
3756,380,0.50
262,380,0.50
1148,380,0.50
546,380,0.50
3550,380,0.50
512,380,0.50
1067,380,0.50
706,380,0.50
919,380,0.50
468,1250,0.50
406,1250,0.50
3734,1250,0.50
1175,1250,0.50
267,1250,0.50
40,1250,0.50
126,1250,0.50
1234,1250,0.50
1011,1250,0.50
3551,1250,0.50
1471,1250,0.50
908,1250,0.50
475,1250,0.50
510,1250,0.50
939,1250,0.50
610,1250,0.50
777,1250,0.50
961,1250,0.50
751,1250,0.50
3505,1250,0.50
660,1250,0.50
942,1250,0.50
3567,1250,0.50
738,1250,0.50
1031,1250,0.50
1103,1250,0.50
78,1250,0.50
974,1250,0.50
910,1250,0.50
683,1250,0.50
621,1250,0.50
452,1250,0.50
933,1250,0.50
0,1250,0.50
358,1250,0.50
653,1250,0.50
791,1250,0.50
1172,1250,0.50
989,1250,0.50
983,1250,0.50
342,1250,0.50
3756,1250,0.50
262,1250,0.50
1148,1250,0.50
546,1250,0.50
3550,1250,0.50
512,1250,0.50
1067,1250,0.50
706,1250,0.50
919,1250,0.50
468,3586,0.50
406,3586,0.50
3734,3586,0.50
1175,3586,0.50
267,3586,0.50
40,3586,0.50
126,3586,0.50
1234,3586,0.50
1011,3586,0.50
3551,3586,0.50
1471,3586,0.50
