3477,160,0.50
4583,160,0.50
4653,160,0.50
4095,160,0.50
2446,160,0.50
18,160,0.50
2962,160,0.50
4645,160,0.50
2405,160,0.50
3363,160,0.50
184,160,0.50
3191,160,0.50
3439,160,0.50
3889,160,0.50
3667,160,0.50
4125,160,0.50
2496,160,0.50
2,160,0.50
2150,160,0.50
15,160,0.50
5473,160,0.50
2960,160,0.50
2574,160,0.50
5718,160,0.50
855,160,0.50
3271,160,0.50
521,160,0.50
1021,160,0.50
4360,160,0.50
601,160,0.50
1337,160,0.50
716,160,0.50
4196,160,0.50
2630,160,0.50
2045,160,0.50
222,160,0.50
5841,160,0.50
1303,160,0.50
4701,160,0.50
569,160,0.50
2227,160,0.50
3907,160,0.50
648,160,0.50
1827,160,0.50
379,160,0.50
2355,160,0.50
1873,160,0.50
1121,160,0.50
5463,160,0.50
5678,160,0.50
3477,312,0.50
4583,312,0.50
4653,312,0.50
4095,312,0.50
2446,312,0.50
18,312,0.50
2962,312,0.50
4645,312,0.50
2405,312,0.50
3363,312,0.50
184,312,0.50
3191,312,0.50
3439,312,0.50
3889,312,0.50
3667,312,0.50
4125,312,0.50
2496,312,0.50
2,312,0.50
2150,312,0.50
15,312,0.50
5473,312,0.50
2960,312,0.50
2574,312,0.50
5718,312,0.50
855,312,0.50
3271,312,0.50
521,312,0.50
1021,312,0.50
4360,312,0.50
601,312,0.50
1337,312,0.50
716,312,0.50
4196,312,0.50
2630,312,0.50
2045,312,0.50
222,312,0.50
5841,312,0.50
1303,312,0.50
4701,312,0.50
569,312,0.50
2227,312,0.50
3907,312,0.50
648,312,0.50
1827,312,0.50
379,312,0.50
2355,312,0.50
1873,312,0.50
1121,312,0.50
5463,312,0.50
5678,312,0.50
3477,2524,0.50
4583,2524,0.50
4653,2524,0.50
4095,2524,0.50
2446,2524,0.50
18,2524,0.50
2962,2524,0.50
4645,2524,0.50
2405,2524,0.50
3363,2524,0.50
184,2524,0.50
3191,2524,0.50
3439,2524,0.50
3889,2524,0.50
3667,2524,0.50
4125,2524,0.50
2496,2524,0.50
2,2524,0.50
2150,2524,0.50
15,2524,0.50
5473,2524,0.50
2960,2524,0.50
2574,2524,0.50
5718,2524,0.50
855,2524,0.50
3271,2524,0.50
521,2524,0.50
1021,2524,0.50
4360,2524,0.50
601,2524,0.50
1337,2524,0.50
716,2524,0.50
4196,2524,0.50
2630,2524,0.50
2045,2524,0.50
222,2524,0.50
5841,2524,0.50
1303,2524,0.50
4701,2524,0.50
569,2524,0.50
2227,2524,0.50
3907,2524,0.50
648,2524,0.50
1827,2524,0.50
379,2524,0.50
2355,2524,0.50
1873,2524,0.50
1121,2524,0.50
5463,2524,0.50
5678,2524,0.50
3477,2170,0.50
4583,2170,0.50
4653,2170,0.50
4095,2170,0.50
2446,2170,0.50
18,2170,0.50
2962,2170,0.50
4645,2170,0.50
2405,2170,0.50
3363,2170,0.50
184,2170,0.50
3191,2170,0.50
3439,2170,0.50
3889,2170,0.50
3667,2170,0.50
4125,2170,0.50
2496,2170,0.50
2,2170,0.50
2150,2170,0.50
15,2170,0.50
5473,2170,0.50
2960,2170,0.50
2574,2170,0.50
5718,2170,0.50
855,2170,0.50
3271,2170,0.50
521,2170,0.50
1021,2170,0.50
4360,2170,0.50
601,2170,0.50
1337,2170,0.50
716,2170,0.50
4196,2170,0.50
2630,2170,0.50
2045,2170,0.50
222,2170,0.50
5841,2170,0.50
1303,2170,0.50
4701,2170,0.50
569,2170,0.50
2227,2170,0.50
3907,2170,0.50
648,2170,0.50
1827,2170,0.50
379,2170,0.50
2355,2170,0.50
1873,2170,0.50
1121,2170,0.50
5463,2170,0.50
5678,2170,0.50
3477,215,0.50
4583,215,0.50
4653,215,0.50
4095,215,0.50
2446,215,0.50
18,215,0.50
2962,215,0.50
4645,215,0.50
2405,215,0.50
3363,215,0.50
184,215,0.50
3191,215,0.50
3439,215,0.50
3889,215,0.50
3667,215,0.50
4125,215,0.50
2496,215,0.50
2,215,0.50
2150,215,0.50
15,215,0.50
5473,215,0.50
2960,215,0.50
2574,215,0.50
5718,215,0.50
855,215,0.50
3271,215,0.50
521,215,0.50
1021,215,0.50
4360,215,0.50
601,215,0.50
1337,215,0.50
716,215,0.50
4196,215,0.50
2630,215,0.50
2045,215,0.50
222,215,0.50
5841,215,0.50
1303,215,0.50
4701,215,0.50
569,215,0.50
2227,215,0.50
3907,215,0.50
648,215,0.50
1827,215,0.50
379,215,0.50
2355,215,0.50
1873,215,0.50
1121,215,0.50
5463,215,0.50
5678,215,0.50
3477,4636,0.50
4583,4636,0.50
4653,4636,0.50
4095,4636,0.50
2446,4636,0.50
18,4636,0.50
2962,4636,0.50
4645,4636,0.50
2405,4636,0.50
3363,4636,0.50
184,4636,0.50
3191,4636,0.50
3439,4636,0.50
3889,4636,0.50
3667,4636,0.50
4125,4636,0.50
2496,4636,0.50
2,4636,0.50
2150,4636,0.50
15,4636,0.50
5473,4636,0.50
2960,4636,0.50
2574,4636,0.50
5718,4636,0.50
855,4636,0.50
3271,4636,0.50
521,4636,0.50
1021,4636,0.50
4360,4636,0.50
601,4636,0.50
1337,4636,0.50
716,4636,0.50
4196,4636,0.50
2630,4636,0.50
2045,4636,0.50
222,4636,0.50
5841,4636,0.50
1303,4636,0.50
4701,4636,0.50
569,4636,0.50
2227,4636,0.50
3907,4636,0.50
648,4636,0.50
1827,4636,0.50
379,4636,0.50
2355,4636,0.50
1873,4636,0.50
1121,4636,0.50
5463,4636,0.50
5678,4636,0.50
3477,4885,0.50
4583,4885,0.50
4653,4885,0.50
4095,4885,0.50
2446,4885,0.50
18,4885,0.50
2962,4885,0.50
4645,4885,0.50
2405,4885,0.50
3363,4885,0.50
184,4885,0.50
3191,4885,0.50
3439,4885,0.50
3889,4885,0.50
3667,4885,0.50
4125,4885,0.50
2496,4885,0.50
2,4885,0.50
2150,4885,0.50
15,4885,0.50
5473,4885,0.50
2960,4885,0.50
2574,4885,0.50
5718,4885,0.50
855,4885,0.50
3271,4885,0.50
521,4885,0.50
1021,4885,0.50
4360,4885,0.50
601,4885,0.50
1337,4885,0.50
716,4885,0.50
4196,4885,0.50
2630,4885,0.50
2045,4885,0.50
222,4885,0.50
5841,4885,0.50
1303,4885,0.50
4701,4885,0.50
569,4885,0.50
2227,4885,0.50
3907,4885,0.50
648,4885,0.50
1827,4885,0.50
379,4885,0.50
2355,4885,0.50
1873,4885,0.50
1121,4885,0.50
5463,4885,0.50
5678,4885,0.50
3477,4550,0.50
4583,4550,0.50
4653,4550,0.50
4095,4550,0.50
2446,4550,0.50
18,4550,0.50
2962,4550,0.50
4645,4550,0.50
2405,4550,0.50
3363,4550,0.50
184,4550,0.50
3191,4550,0.50
3439,4550,0.50
3889,4550,0.50
3667,4550,0.50
4125,4550,0.50
2496,4550,0.50
2,4550,0.50
2150,4550,0.50
15,4550,0.50
5473,4550,0.50
2960,4550,0.50
2574,4550,0.50
5718,4550,0.50
855,4550,0.50
3271,4550,0.50
521,4550,0.50
1021,4550,0.50
4360,4550,0.50
601,4550,0.50
1337,4550,0.50
716,4550,0.50
4196,4550,0.50
2630,4550,0.50
2045,4550,0.50
